id	group	profile	arm	rep	cycle	pid	starttime	rss_pre_kib	rss_post_kib	rss_drop_kib	rss_drop_mib	rss_drop_mb	rss_drop_pct	heap_pre_kib	heap_post_kib	heap_drop_kib	heap_drop_mib	heap_drop_mb	heap_drop_pct	other_kib_pre	other_kib_post	total_pd_kib_pre	total_pd_kib_post	MemAvailable_pre	MemAvailable_post	MemFree_pre	MemFree_post	Cached_pre	Cached_post	memps_heap_pdata_kib_pre	memps_heap_pdata_kib_post	memps_all_pdata_kib_pre	memps_all_pdata_kib_post	memavailable_delta_kib	memavailable_delta_mib	memavailable_delta_mb	capture_minflt	capture_majflt	pre_capture_ms	post_capture_ms	trim_elapsed_ms	next_cycle_minflt	next_cycle_majflt	business_elapsed_ms	released_payload_bytes	idle_120s_minflt	idle_120s_majflt	memavailable_net_kib	memavailable_net_mib	memavailable_net_mb
G3_trim_r3	G3	gst	trim	3	6	19790	95444799	9104	7696	1408	1.375000	1.441792	15.465729	2656	1768	888	0.867188	0.909312	33.433735	1436	916	4600	3192	6743136	6743652	6358832	6359348	1067832	1067832	1124	1120	4600	3192	516	0.503906	0.528384	0	0	50.461426	44.870388	0.685371	442	0	20009.290322	NA	NA	NA	516	0.503906	0.528384
G3_trim_r3	G3	gst	trim	3	7	19790	95444799	9316	7696	1620	1.582031	1.658880	17.389438	2868	1768	1100	1.074219	1.126400	38.354254	1436	916	4812	3192	6730352	6730936	6345744	6346328	1086640	1086640	1124	1120	4812	3192	584	0.570312	0.598016	0	0	45.223741	45.218240	0.744667	446	0	20010.525303	NA	NA	NA	756	0.738281	0.774144
G3_trim_r3	G3	gst	trim	3	8	19790	95444799	9104	7720	1384	1.351562	1.417216	15.202109	2652	1776	876	0.855469	0.897024	33.031674	1440	932	4600	3216	6765532	6765432	6380644	6380544	1045328	1045328	1124	1120	4600	3216	-100	-0.097656	-0.102400	0	0	51.741611	44.862926	0.637667	416	0	20009.666877	NA	NA	NA	-420	-0.410156	-0.430080
G3_trim_r3	G3	gst	trim	3	9	19790	95444799	9232	7696	1536	1.500000	1.572864	16.637782	2780	1752	1028	1.003906	1.052672	36.978417	1440	932	4728	3192	6749140	6749508	6363992	6364360	1059536	1059536	1124	1120	4728	3192	368	0.359375	0.376832	0	0	44.723592	45.184278	0.648611	448	0	20009.834747	NA	NA	NA	368	0.359375	0.376832
G3_trim_r3	G3	gst	trim	3	10	19790	95444799	9320	7572	1748	1.707031	1.789952	18.755365	2864	1640	1224	1.195312	1.253376	42.737430	1444	920	4816	3068	6803412	6803308	6417996	6417892	1002580	1002580	1124	1120	4816	3068	-104	-0.101562	-0.106496	0	0	45.019630	45.362833	0.671297	474	0	20012.102044	NA	NA	NA	-448	-0.437500	-0.458752
G3_trim_r3	G3	gst	trim	3	11	19790	95444799	9328	7692	1636	1.597656	1.675264	17.538593	2872	1744	1128	1.101562	1.155072	39.275766	1444	936	4824	3188	6762976	6763268	6377300	6377520	1049140	1049196	1124	1120	4824	3188	292	0.285156	0.299008	0	0	45.069926	48.028482	0.696537	437	0	20008.756691	NA	NA	NA	172	0.167969	0.176128
G3_trim_r3	G3	gst	trim	3	12	19790	95444799	9268	7588	1680	1.640625	1.720320	18.126888	2868	1644	1224	1.195312	1.253376	42.677824	1388	932	4764	3084	6757472	6759216	6371488	6373232	1045172	1045172	1124	1120	4764	3084	1744	1.703125	1.785856	0	0	45.139389	45.978778	0.700926	478	0	20015.847359	NA	NA	NA	1080	1.054688	1.105920
G3_trim_r3	G3	gst	trim	3	13	19790	95444799	9472	7608	1864	1.820312	1.908736	19.679054	2840	1744	1096	1.070312	1.122304	38.591549	1620	852	4968	3104	6771808	6771880	6385584	6385656	1044612	1044612	1124	1120	4968	3104	72	0.070312	0.073728	0	0	44.889093	45.063426	0.720944	485	0	20008.566673	NA	NA	NA	72	0.070312	0.073728
G3_trim_r3	G3	gst	trim	3	14	19790	95444799	9180	7604	1576	1.539062	1.613824	17.167756	2864	1636	1228	1.199219	1.257472	42.877095	1304	956	4676	3100	6803900	6804268	6417400	6417768	1006948	1006948	1124	1120	4676	3100	368	0.359375	0.376832	0	0	44.808056	44.843945	0.619093	458	0	20010.464303	NA	NA	NA	-60	-0.058594	-0.061440
G3_trim_r3	G3	gst	trim	3	15	19790	95444799	9364	7680	1684	1.644531	1.724416	17.983768	2844	1748	1096	1.070312	1.122304	38.537271	1508	920	4860	3176	6765796	6765364	6379020	6378588	1050096	1050096	1124	1120	4860	3176	-432	-0.421875	-0.442368	0	0	45.420019	44.804481	0.642111	438	0	20008.734303	NA	NA	NA	-432	-0.421875	-0.442368
G3_trim_r3	G3	gst	trim	3	16	19790	95444799	9100	7692	1408	1.375000	1.441792	15.472527	2644	1784	860	0.839844	0.880640	32.526475	1444	896	4596	3188	6721764	6722968	6334704	6335908	1083476	1083476	1124	1120	4596	3188	1204	1.175781	1.232896	0	0	44.956574	45.477722	0.740722	409	0	20008.937433	NA	NA	NA	1644	1.605469	1.683456
G3_trim_r3	G3	gst	trim	3	17	19790	95444799	9212	7696	1516	1.480469	1.552384	16.456795	2752	1780	972	0.949219	0.995328	35.319767	1448	904	4708	3192	6739932	6740300	6352564	6352908	1081228	1081252	1124	1120	4708	3192	368	0.359375	0.376832	0	0	44.895556	49.043204	0.592167	445	0	20018.035433	NA	NA	NA	640	0.625000	0.655360
G3_trim_r3	G3	gst	trim	3	18	19790	95444799	9088	7688	1400	1.367188	1.433600	15.404930	2632	1772	860	0.839844	0.880640	32.674772	1444	904	4584	3184	6745108	6747428	6357512	6359832	1058556	1058556	1124	1120	4584	3184	2320	2.265625	2.375680	0	0	44.789833	45.139277	0.820759	447	0	20009.649340	NA	NA	NA	2076	2.027344	2.125824
G3_trim_r3	G3	gst	trim	3	19	19790	95444799	9348	7684	1664	1.625000	1.703936	17.800599	2888	1772	1116	1.089844	1.142784	38.642659	1448	900	4844	3180	6733868	6733252	6346000	6345384	1067860	1067860	1124	1120	4844	3180	-616	-0.601562	-0.630784	0	0	44.667537	44.888871	0.649963	448	0	20009.025025	NA	NA	NA	7888	7.703125	8.077312
G3_trim_r3	G3	gst	trim	3	20	19790	95444799	9096	7688	1408	1.375000	1.441792	15.479332	2640	1768	872	0.851562	0.892928	33.030303	1444	908	4592	3184	6788320	6758564	6400184	6370428	1028644	1059948	1124	1120	4592	3184	-29756	-29.058594	-30.470144	0	0	50.619389	56.717907	0.765556	449	0	20010.082729	NA	NA	NA	-30000	-29.296875	-30.720000
G3_trim_r3	G3	gst	trim	3	21	19790	95444799	9344	7684	1660	1.621094	1.699840	17.765411	2888	1776	1112	1.085938	1.138688	38.504155	1444	896	4840	3180	6809704	6809776	6421288	6421360	1010656	1010656	1124	1120	4840	3180	72	0.070312	0.073728	0	0	45.083444	44.799297	0.646574	450	0	20009.254729	NA	NA	NA	440	0.429688	0.450560
G3_trim_r3	G3	gst	trim	3	22	19790	95444799	9104	7692	1412	1.378906	1.445888	15.509666	2648	1776	872	0.851562	0.892928	32.930514	1444	904	4600	3188	6765472	6766192	6376796	6377464	1047464	1047516	1124	1120	4600	3188	720	0.703125	0.737280	0	0	45.085871	45.310444	0.603000	450	0	20008.601803	NA	NA	NA	1064	1.039062	1.089536
G3_trim_r3	G3	gst	trim	3	23	19790	95444799	9352	7676	1676	1.636719	1.716224	17.921300	2896	1764	1132	1.105469	1.159168	39.088398	1444	900	4848	3172	6774076	6774076	6393288	6393288	1038816	1038816	1124	1120	4848	3172	0	0.000000	0.000000	0	0	52.684278	45.516815	0.622685	451	0	20008.955988	NA	NA	NA	-392	-0.382812	-0.401408
G3_trim_r3	G3	gst	trim	3	24	19790	95444799	9104	7680	1424	1.390625	1.458176	15.641476	2648	1772	876	0.855469	0.897024	33.081571	1444	896	4600	3176	6810092	6812500	6429044	6431452	1000124	1000124	1124	1120	4600	3176	2408	2.351562	2.465792	0	0	44.849074	45.260056	0.694388	463	0	20008.543803	NA	NA	NA	2620	2.558594	2.682880
G3_trim_r3	G3	gst	trim	3	25	19790	95444799	9140	7696	1444	1.410156	1.478656	15.798687	2888	1768	1120	1.093750	1.146880	38.781163	1240	916	4636	3192	6765588	6765316	6384256	6383984	1040012	1040012	1124	1120	4636	3192	-272	-0.265625	-0.278528	0	0	45.131722	45.190314	0.594241	457	0	20009.439062	NA	NA	NA	-272	-0.265625	-0.278528
G3_trim_r3	G3	gst	trim	3	26	19790	95444799	9104	7604	1500	1.464844	1.536000	16.476274	2864	1644	1220	1.191406	1.249280	42.597765	1228	948	4600	3100	6767692	6767936	6386120	6386364	1036992	1036992	1124	1120	4600	3100	244	0.238281	0.249856	0	0	44.882482	45.009722	0.647093	483	0	20011.085803	NA	NA	NA	480	0.468750	0.491520
G3_trim_r3	G3	gst	trim	3	27	19790	95444799	9160	7716	1444	1.410156	1.478656	15.764192	2872	1752	1120	1.093750	1.146880	38.997214	1276	952	4656	3212	6774972	6775928	6393124	6394080	1041340	1041340	1124	1120	4656	3212	956	0.933594	0.978944	0	0	45.473203	44.655426	0.683555	461	0	20009.114137	NA	NA	NA	576	0.562500	0.589824
G3_trim_r3	G3	gst	trim	3	28	19790	95444799	9164	7620	1544	1.507812	1.581056	16.848538	2868	1656	1212	1.183594	1.241088	42.259414	1284	952	4660	3116	6790016	6790156	6407864	6408004	1013324	1013324	1124	1120	4660	3116	140	0.136719	0.143360	0	0	46.750389	47.057833	0.913074	494	0	20009.249617	NA	NA	NA	-204	-0.199219	-0.208896
G3_trim_r3	G3	gst	trim	3	29	19790	95444799	9216	7724	1492	1.457031	1.527808	16.189236	2876	1756	1120	1.093750	1.146880	38.942976	1328	956	4712	3220	6797852	6800260	6415452	6417860	1016696	1016696	1124	1120	4712	3220	2408	2.351562	2.465792	0	0	45.193334	45.466297	0.774834	460	0	20009.481655	NA	NA	NA	2236	2.183594	2.289664
G3_trim_r3	G3	gst	trim	3	30	19790	95444799	8944	7756	1188	1.160156	1.216512	13.282648	2644	1784	860	0.839844	0.880640	32.526475	1288	960	4440	3252	6768860	6770236	6386208	6387584	1038104	1038104	1124	1120	4440	3252	1376	1.343750	1.409024	0	0	44.692518	45.794426	0.656797	453	0	20008.759081	NA	NA	NA	1992	1.945312	2.039808
G3_trim_r3	G3	gst	trim	3	31	19790	95444799	9180	7752	1428	1.394531	1.462272	15.555556	2868	1772	1096	1.070312	1.122304	38.214784	1300	968	4676	3248	6754724	6756004	6371792	6373072	1056956	1056956	1124	1120	4676	3248	1280	1.250000	1.310720	0	0	45.237796	45.046926	0.611760	457	0	20009.092563	NA	NA	NA	1380	1.347656	1.413120
G3_trim_r3	G3	gst	trim	3	32	19790	95444799	8952	7748	1204	1.175781	1.232896	13.449508	2644	1776	868	0.847656	0.888832	32.829047	1296	960	4448	3244	6789056	6789056	6405836	6405836	1017336	1017336	1124	1120	4448	3244	0	0.000000	0.000000	0	0	44.961278	45.303315	0.530166	468	0	20010.548506	NA	NA	NA	544	0.531250	0.557056
G3_trim_r3	G3	gst	trim	3	33	19790	95444799	9240	7740	1500	1.464844	1.536000	16.233766	2896	1772	1124	1.097656	1.150976	38.812155	1332	956	4736	3236	6760280	6760476	6376784	6376980	1038868	1038868	1124	1120	4736	3236	196	0.191406	0.200704	0	0	44.874222	53.870537	0.608759	454	0	20008.755210	NA	NA	NA	24	0.023438	0.024576
G3_trim_r3	G3	gst	trim	3	34	19790	95444799	8944	7740	1204	1.175781	1.232896	13.461538	2640	1768	872	0.851562	0.892928	33.030303	1292	960	4440	3236	6752148	6752320	6368412	6368584	1057684	1057684	1124	1120	4440	3236	172	0.167969	0.176128	0	0	44.855963	44.792426	0.601852	463	0	20012.425192	NA	NA	NA	172	0.167969	0.176128
G3_trim_r3	G3	gst	trim	3	35	19790	95444799	9220	7748	1472	1.437500	1.507328	15.965293	2888	1768	1120	1.093750	1.146880	38.781163	1320	968	4716	3244	6765168	6765168	6381160	6381160	1047896	1047896	1124	1120	4716	3244	0	0.000000	0.000000	0	0	45.231315	45.236575	0.601759	466	0	20009.282840	NA	NA	NA	172	0.167969	0.176128
G3_trim_r3	G3	gst	trim	3	36	19790	95444799	8992	7740	1252	1.222656	1.282048	13.923488	2648	1768	880	0.859375	0.901120	33.232628	1332	960	4488	3236	6704436	6706328	6320144	6322036	1098484	1098484	1124	1120	4488	3236	1892	1.847656	1.937408	0	0	44.977482	44.951370	0.636314	441	0	20008.754544	NA	NA	NA	9804	9.574219	10.039296
G3_trim_r3	G3	gst	trim	3	37	19790	95444799	9124	7756	1368	1.335938	1.400832	14.993424	2780	1776	1004	0.980469	1.028096	36.115108	1332	968	4620	3252	6764420	6759852	6379836	6375268	1049624	1054096	1124	1120	4620	3252	-4568	-4.460938	-4.677632	0	0	54.557611	48.371648	0.972963	467	0	20009.938933	NA	NA	NA	-3956	-3.863281	-4.050944
G3_trim_r3	G3	gst	trim	3	38	19790	95444799	9212	7632	1580	1.542969	1.617920	17.151541	2864	1648	1216	1.187500	1.245184	42.458101	1336	972	4708	3128	6753428	6755880	6368576	6370980	1056264	1056312	1124	1120	4708	3128	2452	2.394531	2.510848	0	0	44.934278	44.743926	0.797722	443	0	20012.832970	NA	NA	NA	2224	2.171875	2.277376
G3_trim_r3	G3	gst	trim	3	39	19790	95444799	9320	7668	1652	1.613281	1.691648	17.725322	2860	1736	1124	1.097656	1.150976	39.300699	1448	920	4816	3164	6794312	6795516	6409204	6410408	1015936	1015936	1124	1120	4816	3164	1204	1.175781	1.232896	0	0	47.634704	45.126407	0.697482	446	0	20008.747710	NA	NA	NA	1180	1.152344	1.208320
G3_trim_r3	G3	gst	trim	3	40	19790	95444799	9104	7716	1388	1.355469	1.421312	15.246046	2648	1768	880	0.859375	0.901120	33.232628	1444	936	4600	3212	6754392	6754280	6369020	6368908	1056396	1056396	1124	1120	4600	3212	-112	-0.109375	-0.114688	0	0	44.672963	46.237778	0.558630	408	0	20009.581914	NA	NA	NA	-356	-0.347656	-0.364544
G3_trim_r3	G3	gst	trim	3	41	19790	95444799	9212	7716	1496	1.460938	1.531904	16.239687	2780	1768	1012	0.988281	1.036288	36.402878	1420	936	4708	3212	6749328	6749844	6363672	6364188	1056988	1056988	1124	1120	4708	3212	516	0.503906	0.528384	0	0	44.696352	45.237018	0.619760	437	0	20008.951543	NA	NA	NA	-72	-0.070312	-0.073728
G3_trim_r3	G3	gst	trim	3	42	19790	95444799	9084	7716	1368	1.335938	1.400832	15.059445	2652	1768	884	0.863281	0.905216	33.333333	1420	936	4580	3212	6794608	6794804	6408696	6408892	1016656	1016656	1124	1120	4580	3212	196	0.191406	0.200704	0	0	44.934944	45.147926	0.591982	442	0	20008.871507	NA	NA	NA	196	0.191406	0.200704
G3_trim_r3	G3	gst	trim	3	43	19790	95444799	9344	7716	1628	1.589844	1.667072	17.422945	2892	1764	1128	1.101562	1.155072	39.004149	1440	940	4840	3212	6755432	6755308	6369236	6369112	1057116	1057116	1124	1120	4840	3212	-124	-0.121094	-0.126976	0	0	45.018982	44.820500	0.869519	439	0	20010.658673	NA	NA	NA	4	0.003906	0.004096
G3_trim_r3	G3	gst	trim	3	44	19790	95444799	9084	7708	1376	1.343750	1.409024	15.147512	2648	1764	884	0.863281	0.905216	33.383686	1424	932	4580	3204	6752752	6755344	6366316	6368896	1057704	1057716	1124	1120	4580	3204	2592	2.531250	2.654208	0	0	45.157389	48.312759	0.822685	446	0	20008.398692	NA	NA	NA	2248	2.195312	2.301952
G3_trim_r3	G3	gst	trim	3	45	19790	95444799	9348	7720	1628	1.589844	1.667072	17.415490	2896	1764	1132	1.105469	1.159168	39.088398	1440	944	4844	3216	6791632	6793032	6404932	6406332	1018400	1018400	1124	1120	4844	3216	1400	1.367188	1.433600	0	0	45.117630	45.033278	0.684982	443	0	20008.840506	NA	NA	NA	1080	1.054688	1.105920
G3_trim_r3	G3	gst	trim	3	46	19790	95444799	9100	7732	1368	1.335938	1.400832	15.032967	2644	1772	872	0.851562	0.892928	32.980333	1444	948	4596	3228	6797508	6798712	6410520	6411724	1018640	1018640	1124	1120	4596	3228	1204	1.175781	1.232896	0	0	44.987240	44.893482	0.596223	413	0	20008.440155	NA	NA	NA	1008	0.984375	1.032192
G3_trim_r3	G3	gst	trim	3	47	19790	95444799	9232	7736	1496	1.460938	1.531904	16.204506	2776	1768	1008	0.984375	1.032192	36.311239	1444	956	4728	3232	6719100	6719272	6331824	6331996	1079128	1079128	1124	1120	4728	3232	172	0.167969	0.176128	0	0	45.511092	45.702759	0.586463	439	0	20008.565766	NA	NA	NA	244	0.238281	0.249856
G3_trim_r3	G3	gst	trim	3	48	19790	95444799	9100	7736	1364	1.332031	1.396736	14.989011	2648	1768	880	0.859375	0.901120	33.232628	1440	956	4596	3232	6737088	6738892	6349556	6351360	1067152	1067152	1124	1120	4596	3232	1804	1.761719	1.847296	0	0	44.837723	44.848130	0.694686	411	0	20009.284340	NA	NA	NA	1824	1.781250	1.867776
G3_trim_r3	G3	gst	trim	3	49	19790	95444799	9232	7752	1480	1.445312	1.515520	16.031196	2780	1776	1004	0.980469	1.028096	36.115108	1440	964	4728	3248	6774060	6776864	6386248	6388972	1041964	1042028	1124	1120	4728	3248	2804	2.738281	2.871296	0	0	45.607425	44.971834	0.772759	434	0	20008.630729	NA	NA	NA	3076	3.003906	3.149824
G3_trim_r3	G3	gst	trim	3	50	19790	95444799	9316	7624	1692	1.652344	1.732608	18.162301	2860	1648	1212	1.183594	1.241088	42.377622	1444	964	4812	3120	6754328	6757276	6366220	6369168	1058796	1058796	1124	1120	4812	3120	2948	2.878906	3.018752	0	0	49.827055	45.534963	0.810870	458	0	20008.892173	NA	NA	NA	2752	2.687500	2.818048
G3_trim_r3	G3	gst	trim	3	51	19790	95444799	9304	7704	1600	1.562500	1.638400	17.196905	2848	1744	1104	1.078125	1.130496	38.764045	1444	948	4800	3200	6804140	6807236	6415800	6418896	1004208	1004208	1124	1120	4800	3200	3096	3.023438	3.170304	0	0	45.079444	44.932962	0.757222	NA	NA	20009.335580	NA	NA	NA	2948	2.878906	3.018752
